t,x1,y1,x2,y2,x3,y3
3.22,-1.71129042281273413550,0.36804313997299653582,1.10914969718551814637,1.22780169436152175599,0.44350238640784112043,-1.64465037660406032671
3.24,-1.71419615960786853037,0.38005052216729329206,1.12019307952150448671,1.22382762651558651967,0.43373086745411432164,-1.65271401095784575830
3.26,-1.71701538417675614312,0.39203876670475240607,1.13117345430594218314,1.21978989183340091884,0.42393253743715547666,-1.66068955963223596761
3.28,-1.71974872877800777360,0.40400742544912737753,1.14209077916524215368,1.21568927261990400446,0.41410812463418944507,-1.66857736639829901115
3.30,-1.72239682110687297723,0.41595605875573438137,1.15294501652748815346,1.21152654269944681786,0.40425834730664372829,-1.67637777522799935603
3.32,-1.72496028429524250747,0.42788423547145620907,1.16373613362243921721,1.20730246741579083647,0.39438391370014536097,-1.68409113029420076657
3.34,-1.72743973691164542927,0.43979153293473821629,1.17446410248152655065,1.20301780363210952807,0.38448552204452401959,-1.69171777597066319565
3.36,-1.72983579296125200564,0.45167753697559198667,1.18512889993785641707,1.19867329973098724061,0.37456386055380930244,-1.69925805683204567131
3.38,-1.73214906188587169922,0.46354184191559305583,1.19573050762620902709,1.19426969561441942425,0.36461960742623233944,-1.70671231765390452040
3.40,-1.73438014856395383845,0.47538405056788135550,1.20626891198303809460,1.18980772270381351952,0.35465343084422540354,-1.71408090341269403467
3.42,-1.73652965331058761755,0.48720377423716171306,1.21674410424647105877,1.18528810393998740302,0.34466598897442179972,-1.72136415928576624879
3.44,-1.73859817187750209655,0.49900063271970346301,1.22715608045630975020,1.18071155378317071971,0.33465792996765592049,-1.72856243065137094028
3.46,-1.74058629545306620123,0.51077425430334066903,1.23750484145402950276,1.17607877821300421672,0.32462989195896319039,-1.73567606308865585163
3.48,-1.74249461066228872319,0.52252427576747151328,1.24779039288278004172,1.17139047472854018750,0.31458250306758034354,-1.74270540237766646818
3.50,-1.74432369956681809775,0.53425034238305924017,1.25801274518738415154,1.16664733234824180563,0.30451638139694514607,-1.74965079449934601818
3.52,-1.74607413966494307012,0.54595210791263215633,1.26817191361433967423,1.16185003160998356897,0.29443213503469589654,-1.75651258563553613889
3.54,-1.74774650389159136310,0.55762923461028179872,1.27826791821181728892,1.15699924457105152165,0.28433036205267292473,-1.76329112216897532228
3.56,-1.74934136061833167552,0.56928139322166559921,1.28830078382966228823,1.15209563480814281000,0.27421165050691709286,-1.76998675068330069138
3.58,-1.75085927365337146178,0.58090826298400466410,1.29827054011939346800,1.14713985741736568258,0.26407657843767040617,-1.77659981796304644597
3.60,-1.75230080224155893021,0.59250953162608532843,1.30817722153420357145,1.14213255901424015626,0.25392571386937617950,-1.78313067099364541690
